ITEM ID;GROUP;SUBGROUP;TIER;ENCHANTMENT;REQUIREMENT 1;AMT 1;REQUIREMENT 2;AMT 2;REQUIREMENT 3;AMT 3;;;;;;
T7_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA;artefacts;offhand_artefact;7;0;T7_RELIC;50;;;;;;;;;;
T8_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA;artefacts;offhand_artefact;8;0;T8_RELIC;50;;;;;;;;;;
T4_ARTEFACT_OFF_ORB_MORGANA;artefacts;offhand_artefact;4;0;T4_RUNE;50;;;;;;;;;;
T5_ARTEFACT_OFF_ORB_MORGANA;artefacts;offhand_artefact;5;0;T5_RUNE;50;;;;;;;;;;
T6_ARTEFACT_OFF_ORB_MORGANA;artefacts;offhand_artefact;6;0;T6_RUNE;50;;;;;;;;;;
T7_ARTEFACT_OFF_ORB_MORGANA;artefacts;offhand_artefact;7;0;T7_RUNE;50;;;;;;;;;;
T8_ARTEFACT_OFF_ORB_MORGANA;artefacts;offhand_artefact;8;0;T8_RUNE;50;;;;;;;;;;
T4_ARTEFACT_OFF_DEMONSKULL_HELL;artefacts;offhand_artefact;4;0;T4_SOUL;50;;;;;;;;;;
T5_ARTEFACT_OFF_DEMONSKULL_HELL;artefacts;offhand_artefact;5;0;T5_SOUL;50;;;;;;;;;;
T6_ARTEFACT_OFF_DEMONSKULL_HELL;artefacts;offhand_artefact;6;0;T6_SOUL;50;;;;;;;;;;
T7_ARTEFACT_OFF_DEMONSKULL_HELL;artefacts;offhand_artefact;7;0;T7_SOUL;50;;;;;;;;;;
T8_ARTEFACT_OFF_DEMONSKULL_HELL;artefacts;offhand_artefact;8;0;T8_SOUL;50;;;;;;;;;;
T4_ARTEFACT_OFF_TOTEM_KEEPER;artefacts;offhand_artefact;4;0;T4_RELIC;50;;;;;;;;;;
T5_ARTEFACT_OFF_TOTEM_KEEPER;artefacts;offhand_artefact;5;0;T5_RELIC;50;;;;;;;;;;
T6_ARTEFACT_OFF_TOTEM_KEEPER;artefacts;offhand_artefact;6;0;T6_RELIC;50;;;;;;;;;;
T7_ARTEFACT_OFF_TOTEM_KEEPER;artefacts;offhand_artefact;7;0;T7_RELIC;50;;;;;;;;;;
T8_ARTEFACT_OFF_TOTEM_KEEPER;artefacts;offhand_artefact;8;0;T8_RELIC;50;;;;;;;;;;
T4_ARTEFACT_OFF_HORN_KEEPER;artefacts;offhand_artefact;4;0;T4_RUNE;50;;;;;;;;;;
T5_ARTEFACT_OFF_HORN_KEEPER;artefacts;offhand_artefact;5;0;T5_RUNE;50;;;;;;;;;;
T6_ARTEFACT_OFF_HORN_KEEPER;artefacts;offhand_artefact;6;0;T6_RUNE;50;;;;;;;;;;
T7_ARTEFACT_OFF_HORN_KEEPER;artefacts;offhand_artefact;7;0;T7_RUNE;50;;;;;;;;;;
T8_ARTEFACT_OFF_HORN_KEEPER;artefacts;offhand_artefact;8;0;T8_RUNE;50;;;;;;;;;;
T4_ARTEFACT_OFF_JESTERCANE_HELL;artefacts;offhand_artefact;4;0;T4_SOUL;50;;;;;;;;;;
T5_ARTEFACT_OFF_JESTERCANE_HELL;artefacts;offhand_artefact;5;0;T5_SOUL;50;;;;;;;;;;
T6_ARTEFACT_OFF_JESTERCANE_HELL;artefacts;offhand_artefact;6;0;T6_SOUL;50;;;;;;;;;;
T7_ARTEFACT_OFF_JESTERCANE_HELL;artefacts;offhand_artefact;7;0;T7_SOUL;50;;;;;;;;;;
T8_ARTEFACT_OFF_JESTERCANE_HELL;artefacts;offhand_artefact;8;0;T8_SOUL;50;;;;;;;;;;
T4_ARTEFACT_OFF_LAMP_UNDEAD;artefacts;offhand_artefact;4;0;T4_RELIC;50;;;;;;;;;;
T5_ARTEFACT_OFF_LAMP_UNDEAD;artefacts;offhand_artefact;5;0;T5_RELIC;50;;;;;;;;;;
T6_ARTEFACT_OFF_LAMP_UNDEAD;artefacts;offhand_artefact;6;0;T6_RELIC;50;;;;;;;;;;
T7_ARTEFACT_OFF_LAMP_UNDEAD;artefacts;offhand_artefact;7;0;T7_RELIC;50;;;;;;;;;;
T8_ARTEFACT_OFF_LAMP_UNDEAD;artefacts;offhand_artefact;8;0;T8_RELIC;50;;;;;;;;;;
T4_ARTEFACT_HEAD_PLATE_UNDEAD;artefacts;armor_artefact;4;0;T4_RUNE;50;;;;;;;;;;
T5_ARTEFACT_HEAD_PLATE_UNDEAD;artefacts;armor_artefact;5;0;T5_RUNE;50;;;;;;;;;;
T6_ARTEFACT_HEAD_PLATE_UNDEAD;artefacts;armor_artefact;6;0;T6_RUNE;50;;;;;;;;;;
T7_ARTEFACT_HEAD_PLATE_UNDEAD;artefacts;armor_artefact;7;0;T7_RUNE;50;;;;;;;;;;
T8_ARTEFACT_HEAD_PLATE_UNDEAD;artefacts;armor_artefact;8;0;T8_RUNE;50;;;;;;;;;;
T4_ARTEFACT_ARMOR_PLATE_UNDEAD;artefacts;armor_artefact;4;0;T4_RUNE;50;;;;;;;;;;
T5_ARTEFACT_ARMOR_PLATE_UNDEAD;artefacts;armor_artefact;5;0;T5_RUNE;50;;;;;;;;;;
T6_ARTEFACT_ARMOR_PLATE_UNDEAD;artefacts;armor_artefact;6;0;T6_RUNE;50;;;;;;;;;;
T7_ARTEFACT_ARMOR_PLATE_UNDEAD;artefacts;armor_artefact;7;0;T7_RUNE;50;;;;;;;;;;
T8_ARTEFACT_ARMOR_PLATE_UNDEAD;artefacts;armor_artefact;8;0;T8_RUNE;50;;;;;;;;;;
T4_ARTEFACT_SHOES_PLATE_UNDEAD;artefacts;armor_artefact;4;0;T4_RUNE;50;;;;;;;;;;
T5_ARTEFACT_SHOES_PLATE_UNDEAD;artefacts;armor_artefact;5;0;T5_RUNE;50;;;;;;;;;;
T6_ARTEFACT_SHOES_PLATE_UNDEAD;artefacts;armor_artefact;6;0;T6_RUNE;50;;;;;;;;;;
T7_ARTEFACT_SHOES_PLATE_UNDEAD;artefacts;armor_artefact;7;0;T7_RUNE;50;;;;;;;;;;
T8_ARTEFACT_SHOES_PLATE_UNDEAD;artefacts;armor_artefact;8;0;T8_RUNE;50;;;;;;;;;;
T4_ARTEFACT_HEAD_PLATE_HELL;artefacts;armor_artefact;4;0;T4_SOUL;50;;;;;;;;;;
T5_ARTEFACT_HEAD_PLATE_HELL;artefacts;armor_artefact;5;0;T5_SOUL;50;;;;;;;;;;
T6_ARTEFACT_HEAD_PLATE_HELL;artefacts;armor_artefact;6;0;T6_SOUL;50;;;;;;;;;;
T7_ARTEFACT_HEAD_PLATE_HELL;artefacts;armor_artefact;7;0;T7_SOUL;50;;;;;;;;;;
T8_ARTEFACT_HEAD_PLATE_HELL;artefacts;armor_artefact;8;0;T8_SOUL;50;;;;;;;;;;
T4_ARTEFACT_ARMOR_PLATE_HELL;artefacts;armor_artefact;4;0;T4_SOUL;50;;;;;;;;;;
T5_ARTEFACT_ARMOR_PLATE_HELL;artefacts;armor_artefact;5;0;T5_SOUL;50;;;;;;;;;;
T6_ARTEFACT_ARMOR_PLATE_HELL;artefacts;armor_artefact;6;0;T6_SOUL;50;;;;;;;;;;
T7_ARTEFACT_ARMOR_PLATE_HELL;artefacts;armor_artefact;7;0;T7_SOUL;50;;;;;;;;;;
T8_ARTEFACT_ARMOR_PLATE_HELL;artefacts;armor_artefact;8;0;T8_SOUL;50;;;;;;;;;;
T4_ARTEFACT_SHOES_PLATE_HELL;artefacts;armor_artefact;4;0;T4_SOUL;50;;;;;;;;;;
T5_ARTEFACT_SHOES_PLATE_HELL;artefacts;armor_artefact;5;0;T5_SOUL;50;;;;;;;;;;
T6_ARTEFACT_SHOES_PLATE_HELL;artefacts;armor_artefact;6;0;T6_SOUL;50;;;;;;;;;;
T7_ARTEFACT_SHOES_PLATE_HELL;artefacts;armor_artefact;7;0;T7_SOUL;50;;;;;;;;;;
T8_ARTEFACT_SHOES_PLATE_HELL;artefacts;armor_artefact;8;0;T8_SOUL;50;;;;;;;;;;
T4_ARTEFACT_HEAD_PLATE_KEEPER;artefacts;armor_artefact;4;0;T4_RELIC;50;;;;;;;;;;
T5_ARTEFACT_HEAD_PLATE_KEEPER;artefacts;armor_artefact;5;0;T5_RELIC;50;;;;;;;;;;
T6_ARTEFACT_HEAD_PLATE_KEEPER;artefacts;armor_artefact;6;0;T6_RELIC;50;;;;;;;;;;
T7_ARTEFACT_HEAD_PLATE_KEEPER;artefacts;armor_artefact;7;0;T7_RELIC;50;;;;;;;;;;
T8_ARTEFACT_HEAD_PLATE_KEEPER;artefacts;armor_artefact;8;0;T8_RELIC;50;;;;;;;;;;
T4_ARTEFACT_ARMOR_PLATE_KEEPER;artefacts;armor_artefact;4;0;T4_RELIC;50;;;;;;;;;;
T5_ARTEFACT_ARMOR_PLATE_KEEPER;artefacts;armor_artefact;5;0;T5_RELIC;50;;;;;;;;;;
T6_ARTEFACT_ARMOR_PLATE_KEEPER;artefacts;armor_artefact;6;0;T6_RELIC;50;;;;;;;;;;
T7_ARTEFACT_ARMOR_PLATE_KEEPER;artefacts;armor_artefact;7;0;T7_RELIC;50;;;;;;;;;;
T8_ARTEFACT_ARMOR_PLATE_KEEPER;artefacts;armor_artefact;8;0;T8_RELIC;50;;;;;;;;;;
T4_ARTEFACT_SHOES_PLATE_KEEPER;artefacts;armor_artefact;4;0;T4_RELIC;50;;;;;;;;;;
T5_ARTEFACT_SHOES_PLATE_KEEPER;artefacts;armor_artefact;5;0;T5_RELIC;50;;;;;;;;;;
T6_ARTEFACT_SHOES_PLATE_KEEPER;artefacts;armor_artefact;6;0;T6_RELIC;50;;;;;;;;;;
T7_ARTEFACT_SHOES_PLATE_KEEPER;artefacts;armor_artefact;7;0;T7_RELIC;50;;;;;;;;;;
T8_ARTEFACT_SHOES_PLATE_KEEPER;artefacts;armor_artefact;8;0;T8_RELIC;50;;;;;;;;;;
T4_ARTEFACT_HEAD_LEATHER_MORGANA;artefacts;armor_artefact;4;0;T4_RUNE;50;;;;;;;;;;
T5_ARTEFACT_HEAD_LEATHER_MORGANA;artefacts;armor_artefact;5;0;T5_RUNE;50;;;;;;;;;;
T6_ARTEFACT_HEAD_LEATHER_MORGANA;artefacts;armor_artefact;6;0;T6_RUNE;50;;;;;;;;;;
T7_ARTEFACT_HEAD_LEATHER_MORGANA;artefacts;armor_artefact;7;0;T7_RUNE;50;;;;;;;;;;
T8_ARTEFACT_HEAD_LEATHER_MORGANA;artefacts;armor_artefact;8;0;T8_RUNE;50;;;;;;;;;;
T4_ARTEFACT_ARMOR_LEATHER_MORGANA;artefacts;armor_artefact;4;0;T4_RUNE;50;;;;;;;;;;
T5_ARTEFACT_ARMOR_LEATHER_MORGANA;artefacts;armor_artefact;5;0;T5_RUNE;50;;;;;;;;;;
T6_ARTEFACT_ARMOR_LEATHER_MORGANA;artefacts;armor_artefact;6;0;T6_RUNE;50;;;;;;;;;;
T7_ARTEFACT_ARMOR_LEATHER_MORGANA;artefacts;armor_artefact;7;0;T7_RUNE;50;;;;;;;;;;
T8_ARTEFACT_ARMOR_LEATHER_MORGANA;artefacts;armor_artefact;8;0;T8_RUNE;50;;;;;;;;;;
T4_ARTEFACT_SHOES_LEATHER_MORGANA;artefacts;armor_artefact;4;0;T4_RUNE;50;;;;;;;;;;
T5_ARTEFACT_SHOES_LEATHER_MORGANA;artefacts;armor_artefact;5;0;T5_RUNE;50;;;;;;;;;;
T6_ARTEFACT_SHOES_LEATHER_MORGANA;artefacts;armor_artefact;6;0;T6_RUNE;50;;;;;;;;;;
T7_ARTEFACT_SHOES_LEATHER_MORGANA;artefacts;armor_artefact;7;0;T7_RUNE;50;;;;;;;;;;
T8_ARTEFACT_SHOES_LEATHER_MORGANA;artefacts;armor_artefact;8;0;T8_RUNE;50;;;;;;;;;;
T4_ARTEFACT_HEAD_LEATHER_HELL;artefacts;armor_artefact;4;0;T4_SOUL;50;;;;;;;;;;
T5_ARTEFACT_HEAD_LEATHER_HELL;artefacts;armor_artefact;5;0;T5_SOUL;50;;;;;;;;;;
T6_ARTEFACT_HEAD_LEATHER_HELL;artefacts;armor_artefact;6;0;T6_SOUL;50;;;;;;;;;;
T7_ARTEFACT_HEAD_LEATHER_HELL;artefacts;armor_artefact;7;0;T7_SOUL;50;;;;;;;;;;
T8_ARTEFACT_HEAD_LEATHER_HELL;artefacts;armor_artefact;8;0;T8_SOUL;50;;;;;;;;;;
T4_ARTEFACT_ARMOR_LEATHER_HELL;artefacts;armor_artefact;4;0;T4_SOUL;50;;;;;;;;;;
T5_ARTEFACT_ARMOR_LEATHER_HELL;artefacts;armor_artefact;5;0;T5_SOUL;50;;;;;;;;;;
T6_ARTEFACT_ARMOR_LEATHER_HELL;artefacts;armor_artefact;6;0;T6_SOUL;50;;;;;;;;;;
T7_ARTEFACT_ARMOR_LEATHER_HELL;artefacts;armor_artefact;7;0;T7_SOUL;50;;;;;;;;;;
T8_ARTEFACT_ARMOR_LEATHER_HELL;artefacts;armor_artefact;8;0;T8_SOUL;50;;;;;;;;;;
T4_ARTEFACT_SHOES_LEATHER_HELL;artefacts;armor_artefact;4;0;T4_SOUL;50;;;;;;;;;;
T5_ARTEFACT_SHOES_LEATHER_HELL;artefacts;armor_artefact;5;0;T5_SOUL;50;;;;;;;;;;
T6_ARTEFACT_SHOES_LEATHER_HELL;artefacts;armor_artefact;6;0;T6_SOUL;50;;;;;;;;;;
T7_ARTEFACT_SHOES_LEATHER_HELL;artefacts;armor_artefact;7;0;T7_SOUL;50;;;;;;;;;;
T8_ARTEFACT_SHOES_LEATHER_HELL;artefacts;armor_artefact;8;0;T8_SOUL;50;;;;;;;;;;
T4_ARTEFACT_HEAD_LEATHER_UNDEAD;artefacts;armor_artefact;4;0;T4_RELIC;50;;;;;;;;;;
T5_ARTEFACT_HEAD_LEATHER_UNDEAD;artefacts;armor_artefact;5;0;T5_RELIC;50;;;;;;;;;;
T6_ARTEFACT_HEAD_LEATHER_UNDEAD;artefacts;armor_artefact;6;0;T6_RELIC;50;;;;;;;;;;
T7_ARTEFACT_HEAD_LEATHER_UNDEAD;artefacts;armor_artefact;7;0;T7_RELIC;50;;;;;;;;;;
T8_ARTEFACT_HEAD_LEATHER_UNDEAD;artefacts;armor_artefact;8;0;T8_RELIC;50;;;;;;;;;;
T4_ARTEFACT_ARMOR_LEATHER_UNDEAD;artefacts;armor_artefact;4;0;T4_RELIC;50;;;;;;;;;;
T5_ARTEFACT_ARMOR_LEATHER_UNDEAD;artefacts;armor_artefact;5;0;T5_RELIC;50;;;;;;;;;;
T6_ARTEFACT_ARMOR_LEATHER_UNDEAD;artefacts;armor_artefact;6;0;T6_RELIC;50;;;;;;;;;;
T7_ARTEFACT_ARMOR_LEATHER_UNDEAD;artefacts;armor_artefact;7;0;T7_RELIC;50;;;;;;;;;;
T8_ARTEFACT_ARMOR_LEATHER_UNDEAD;artefacts;armor_artefact;8;0;T8_RELIC;50;;;;;;;;;;
T4_ARTEFACT_SHOES_LEATHER_UNDEAD;artefacts;armor_artefact;4;0;T4_RELIC;50;;;;;;;;;;
T5_ARTEFACT_SHOES_LEATHER_UNDEAD;artefacts;armor_artefact;5;0;T5_RELIC;50;;;;;;;;;;
T6_ARTEFACT_SHOES_LEATHER_UNDEAD;artefacts;armor_artefact;6;0;T6_RELIC;50;;;;;;;;;;
T7_ARTEFACT_SHOES_LEATHER_UNDEAD;artefacts;armor_artefact;7;0;T7_RELIC;50;;;;;;;;;;
T8_ARTEFACT_SHOES_LEATHER_UNDEAD;artefacts;armor_artefact;8;0;T8_RELIC;50;;;;;;;;;;
T4_ARTEFACT_HEAD_CLOTH_KEEPER;artefacts;armor_artefact;4;0;T4_RUNE;50;;;;;;;;;;
T5_ARTEFACT_HEAD_CLOTH_KEEPER;artefacts;armor_artefact;5;0;T5_RUNE;50;;;;;;;;;;
T6_ARTEFACT_HEAD_CLOTH_KEEPER;artefacts;armor_artefact;6;0;T6_RUNE;50;;;;;;;;;;
T7_ARTEFACT_HEAD_CLOTH_KEEPER;artefacts;armor_artefact;7;0;T7_RUNE;50;;;;;;;;;;
T8_ARTEFACT_HEAD_CLOTH_KEEPER;artefacts;armor_artefact;8;0;T8_RUNE;50;;;;;;;;;;
T4_ARTEFACT_ARMOR_CLOTH_KEEPER;artefacts;armor_artefact;4;0;T4_RUNE;50;;;;;;;;;;
T5_ARTEFACT_ARMOR_CLOTH_KEEPER;artefacts;armor_artefact;5;0;T5_RUNE;50;;;;;;;;;;
T6_ARTEFACT_ARMOR_CLOTH_KEEPER;artefacts;armor_artefact;6;0;T6_RUNE;50;;;;;;;;;;
T7_ARTEFACT_ARMOR_CLOTH_KEEPER;artefacts;armor_artefact;7;0;T7_RUNE;50;;;;;;;;;;
T8_ARTEFACT_ARMOR_CLOTH_KEEPER;artefacts;armor_artefact;8;0;T8_RUNE;50;;;;;;;;;;
T4_ARTEFACT_SHOES_CLOTH_KEEPER;artefacts;armor_artefact;4;0;T4_RUNE;50;;;;;;;;;;
T5_ARTEFACT_SHOES_CLOTH_KEEPER;artefacts;armor_artefact;5;0;T5_RUNE;50;;;;;;;;;;
T6_ARTEFACT_SHOES_CLOTH_KEEPER;artefacts;armor_artefact;6;0;T6_RUNE;50;;;;;;;;;;
T7_ARTEFACT_SHOES_CLOTH_KEEPER;artefacts;armor_artefact;7;0;T7_RUNE;50;;;;;;;;;;
T8_ARTEFACT_SHOES_CLOTH_KEEPER;artefacts;armor_artefact;8;0;T8_RUNE;50;;;;;;;;;;
T4_ARTEFACT_HEAD_CLOTH_HELL;artefacts;armor_artefact;4;0;T4_SOUL;50;;;;;;;;;;
T5_ARTEFACT_HEAD_CLOTH_HELL;artefacts;armor_artefact;5;0;T5_SOUL;50;;;;;;;;;;
T6_ARTEFACT_HEAD_CLOTH_HELL;artefacts;armor_artefact;6;0;T6_SOUL;50;;;;;;;;;;
T7_ARTEFACT_HEAD_CLOTH_HELL;artefacts;armor_artefact;7;0;T7_SOUL;50;;;;;;;;;;
T8_ARTEFACT_HEAD_CLOTH_HELL;artefacts;armor_artefact;8;0;T8_SOUL;50;;;;;;;;;;
T4_ARTEFACT_ARMOR_CLOTH_HELL;artefacts;armor_artefact;4;0;T4_SOUL;50;;;;;;;;;;
T5_ARTEFACT_ARMOR_CLOTH_HELL;artefacts;armor_artefact;5;0;T5_SOUL;50;;;;;;;;;;
T6_ARTEFACT_ARMOR_CLOTH_HELL;artefacts;armor_artefact;6;0;T6_SOUL;50;;;;;;;;;;
T7_ARTEFACT_ARMOR_CLOTH_HELL;artefacts;armor_artefact;7;0;T7_SOUL;50;;;;;;;;;;
T8_ARTEFACT_ARMOR_CLOTH_HELL;artefacts;armor_artefact;8;0;T8_SOUL;50;;;;;;;;;;
T4_ARTEFACT_SHOES_CLOTH_HELL;artefacts;armor_artefact;4;0;T4_SOUL;50;;;;;;;;;;
T5_ARTEFACT_SHOES_CLOTH_HELL;artefacts;armor_artefact;5;0;T5_SOUL;50;;;;;;;;;;
T6_ARTEFACT_SHOES_CLOTH_HELL;artefacts;armor_artefact;6;0;T6_SOUL;50;;;;;;;;;;
T7_ARTEFACT_SHOES_CLOTH_HELL;artefacts;armor_artefact;7;0;T7_SOUL;50;;;;;;;;;;
T8_ARTEFACT_SHOES_CLOTH_HELL;artefacts;armor_artefact;8;0;T8_SOUL;50;;;;;;;;;;
T4_ARTEFACT_HEAD_CLOTH_MORGANA;artefacts;armor_artefact;4;0;T4_RELIC;50;;;;;;;;;;
T5_ARTEFACT_HEAD_CLOTH_MORGANA;artefacts;armor_artefact;5;0;T5_RELIC;50;;;;;;;;;;
T6_ARTEFACT_HEAD_CLOTH_MORGANA;artefacts;armor_artefact;6;0;T6_RELIC;50;;;;;;;;;;
T7_ARTEFACT_HEAD_CLOTH_MORGANA;artefacts;armor_artefact;7;0;T7_RELIC;50;;;;;;;;;;
T8_ARTEFACT_HEAD_CLOTH_MORGANA;artefacts;armor_artefact;8;0;T8_RELIC;50;;;;;;;;;;
T4_ARTEFACT_ARMOR_CLOTH_MORGANA;artefacts;armor_artefact;4;0;T4_RELIC;50;;;;;;;;;;
T5_ARTEFACT_ARMOR_CLOTH_MORGANA;artefacts;armor_artefact;5;0;T5_RELIC;50;;;;;;;;;;
T6_ARTEFACT_ARMOR_CLOTH_MORGANA;artefacts;armor_artefact;6;0;T6_RELIC;50;;;;;;;;;;
T7_ARTEFACT_ARMOR_CLOTH_MORGANA;artefacts;armor_artefact;7;0;T7_RELIC;50;;;;;;;;;;
T8_ARTEFACT_ARMOR_CLOTH_MORGANA;artefacts;armor_artefact;8;0;T8_RELIC;50;;;;;;;;;;
T4_ARTEFACT_SHOES_CLOTH_MORGANA;artefacts;armor_artefact;4;0;T4_RELIC;50;;;;;;;;;;
T5_ARTEFACT_SHOES_CLOTH_MORGANA;artefacts;armor_artefact;5;0;T5_RELIC;50;;;;;;;;;;
T6_ARTEFACT_SHOES_CLOTH_MORGANA;artefacts;armor_artefact;6;0;T6_RELIC;50;;;;;;;;;;
T7_ARTEFACT_SHOES_CLOTH_MORGANA;artefacts;armor_artefact;7;0;T7_RELIC;50;;;;;;;;;;
T8_ARTEFACT_SHOES_CLOTH_MORGANA;artefacts;armor_artefact;8;0;T8_RELIC;50;;;;;;;;;;
T4_ESSENCE_POTION;materials;essence;4;0;T4_ESSENCE;100;;;;;;;;;;
T4_ESSENCE;materials;essence;4;0;;;;;;;;;;;;
T4_RUNE;materials;rune;4;0;T4_ESSENCE_POTION;20;;;;;;;;;;
T4_RUNE;materials;rune;4;0;UNIQUE_GVGTOKEN_GENERIC;1;;;;;;;;;;
T4_SOUL;materials;soul;4;0;T4_RUNE;20;;;;;;;;;;
T4_SOUL;materials;soul;4;0;UNIQUE_GVGTOKEN_GENERIC;1;;;;;;;;;;
T4_RELIC;materials;relic;4;0;T4_SOUL;20;;;;;;;;;;
T4_RELIC;materials;relic;4;0;UNIQUE_GVGTOKEN_GENERIC;2;;;;;;;;;;
T5_ESSENCE_POTION;materials;essence;5;0;T4_ESSENCE_POTION;10;;;;;;;;;;
T5_ESSENCE_POTION;materials;essence;5;0;T5_ESSENCE;100;;;;;;;;;;
T5_ESSENCE;materials;essence;5;0;;;;;;;;;;;;
T5_RUNE;materials;rune;5;0;T4_RUNE;5;;;;;;;;;;
T5_RUNE;materials;rune;5;0;T5_ESSENCE_POTION;20;;;;;;;;;;
T5_RUNE;materials;rune;5;0;UNIQUE_GVGTOKEN_GENERIC;1;;;;;;;;;;
T5_SOUL;materials;soul;5;0;T4_SOUL;5;;;;;;;;;;
T5_SOUL;materials;soul;5;0;T5_RUNE;20;;;;;;;;;;
T5_SOUL;materials;soul;5;0;UNIQUE_GVGTOKEN_GENERIC;1;;;;;;;;;;
T5_RELIC;materials;relic;5;0;T4_RELIC;5;;;;;;;;;;
T5_RELIC;materials;relic;5;0;T5_SOUL;20;;;;;;;;;;
T5_RELIC;materials;relic;5;0;UNIQUE_GVGTOKEN_GENERIC;10;;;;;;;;;;
T6_ESSENCE_POTION;materials;essence;6;0;T5_ESSENCE_POTION;10;;;;;;;;;;
T6_ESSENCE_POTION;materials;essence;6;0;T6_ESSENCE;100;;;;;;;;;;
T6_ESSENCE;materials;essence;6;0;;;;;;;;;;;;
T6_RUNE;materials;rune;6;0;T5_RUNE;5;;;;;;;;;;
T6_RUNE;materials;rune;6;0;T6_ESSENCE_POTION;20;;;;;;;;;;
T6_RUNE;materials;rune;6;0;UNIQUE_GVGTOKEN_GENERIC;1;;;;;;;;;;
T6_SOUL;materials;soul;6;0;T5_SOUL;5;;;;;;;;;;
T6_SOUL;materials;soul;6;0;T6_RUNE;20;;;;;;;;;;
T6_SOUL;materials;soul;6;0;UNIQUE_GVGTOKEN_GENERIC;5;;;;;;;;;;
T6_RELIC;materials;relic;6;0;T5_RELIC;5;;;;;;;;;;
T6_RELIC;materials;relic;6;0;T6_SOUL;20;;;;;;;;;;
T6_RELIC;materials;relic;6;0;UNIQUE_GVGTOKEN_GENERIC;50;;;;;;;;;;
T7_ESSENCE_POTION;materials;essence;7;0;T6_ESSENCE_POTION;10;;;;;;;;;;
T7_ESSENCE_POTION;materials;essence;7;0;T7_ESSENCE;100;;;;;;;;;;
T7_ESSENCE;materials;essence;7;0;;;;;;;;;;;;
T7_RUNE;materials;rune;7;0;T6_RUNE;5;;;;;;;;;;
T7_RUNE;materials;rune;7;0;T7_ESSENCE_POTION;20;;;;;;;;;;
T7_RUNE;materials;rune;7;0;UNIQUE_GVGTOKEN_GENERIC;3;;;;;;;;;;
T7_SOUL;materials;soul;7;0;T6_SOUL;5;;;;;;;;;;
T7_SOUL;materials;soul;7;0;T7_RUNE;20;;;;;;;;;;
T7_SOUL;materials;soul;7;0;UNIQUE_GVGTOKEN_GENERIC;25;;;;;;;;;;
T7_RELIC;materials;relic;7;0;T6_RELIC;5;;;;;;;;;;
T7_RELIC;materials;relic;7;0;T7_SOUL;20;;;;;;;;;;
T7_RELIC;materials;relic;7;0;UNIQUE_GVGTOKEN_GENERIC;250;;;;;;;;;;
T8_ESSENCE_POTION;materials;essence;8;0;T7_ESSENCE_POTION;10;;;;;;;;;;
T8_ESSENCE_POTION;materials;essence;8;0;T8_ESSENCE;100;;;;;;;;;;
T8_ESSENCE;materials;essence;8;0;;;;;;;;;;;;
T8_RUNE;materials;rune;8;0;T7_RUNE;5;;;;;;;;;;
T8_RUNE;materials;rune;8;0;T8_ESSENCE_POTION;20;;;;;;;;;;
T8_RUNE;materials;rune;8;0;UNIQUE_GVGTOKEN_GENERIC;13;;;;;;;;;;
T8_SOUL;materials;soul;8;0;T7_SOUL;5;;;;;;;;;;
T8_SOUL;materials;soul;8;0;T8_RUNE;20;;;;;;;;;;
T8_SOUL;materials;soul;8;0;UNIQUE_GVGTOKEN_GENERIC;125;;;;;;;;;;
T8_RELIC;materials;relic;8;0;T7_RELIC;5;;;;;;;;;;
T8_RELIC;materials;relic;8;0;T8_SOUL;20;;;;;;;;;;
T8_RELIC;materials;relic;8;0;UNIQUE_GVGTOKEN_GENERIC;1250;;;;;;;;;;
T1_TRASH;other;trash;1;0;;;;;;;;;;;;
T2_TRASH;other;trash;2;0;;;;;;;;;;;;
T3_TRASH;other;trash;3;0;;;;;;;;;;;;
T4_TRASH;other;trash;4;0;;;;;;;;;;;;
T5_TRASH;other;trash;5;0;;;;;;;;;;;;
T6_TRASH;other;trash;6;0;;;;;;;;;;;;
T7_TRASH;other;trash;7;0;;;;;;;;;;;;
T8_TRASH;other;trash;8;0;;;;;;;;;;;;
T1_OFF_SHIELD;offhand;shield;1;0;T1_WOOD;4;;;;;;;;;;
T2_OFF_SHIELD;offhand;shield;2;0;T2_PLANKS;4;T2_METALBAR;4;;;;;;;;
T3_OFF_SHIELD;offhand;shield;3;0;T3_PLANKS;4;T3_METALBAR;4;;;;;;;;
T4_OFF_SHIELD;offhand;shield;4;0;T4_PLANKS;4;T4_METALBAR;4;;;;;;;;
T4_OFF_SHIELD@1;offhand;shield;4;1;T4_PLANKS_LEVEL1@1;4;T4_METALBAR_LEVEL1@1;4;;;;;;;;
T4_OFF_SHIELD@2;offhand;shield;4;2;T4_PLANKS_LEVEL2@2;4;T4_METALBAR_LEVEL2@2;4;;;;;;;;
T4_OFF_SHIELD@3;offhand;shield;4;3;T4_PLANKS_LEVEL3@3;4;T4_METALBAR_LEVEL3@3;4;;;;;;;;
T5_OFF_SHIELD;offhand;shield;5;0;T5_PLANKS;4;T5_METALBAR;4;;;;;;;;
T5_OFF_SHIELD@1;offhand;shield;5;1;T5_PLANKS_LEVEL1@1;4;T5_METALBAR_LEVEL1@1;4;;;;;;;;
